FIPS,Percent,Total,%,Distance to Closest (Miles),Normalized,Normalized%,,,28.7,2.6
42115,0.107,"4,360",10.7,,1.925292689,0.310344828,,,,
42117,0.123,"5,010",12.3,,1.640362464,0.37164751,,,,
42119,0.094,"4,230",9.4,,1.854407613,0.260536398,,,,
42121,0.13,"6,660",13,,2.009333,0.398467433,,,,
42123,0.113,"4,470",11.3,,1.430383018,0.333333333,,,,
42125,0.104,"21,630",10.4,,1.877444429,0.298850575,,,,
42127,0.113,"5,800",11.3,,1.486311784,0.333333333,,,,
42129,0.105,"36,790",10.5,,1.817179019,0.302681992,,,,
42131,0.103,"2,800",10.3,,1.270230682,0.295019157,,,,
42133,0.089,"39,970",8.9,,2.302401095,0.24137931,,,,
44001,0.075,"3,660",7.5,,2.244338268,0.187739464,,,,
44003,0.094,"15,410",9.4,,2.266633186,0.260536398,,,,
44005,0.084,"6,940",8.4,,2.303344098,0.222222222,,,,
44007,0.116,"73,580",11.6,,2.182615264,0.344827586,,,,
44009,0.073,"9,170",7.3,,0.277767525,0.180076628,,,,
45001,0.113,"2,790",11.3,,0.123797074,0.333333333,,,,
45003,0.091,"15,390",9.1,,0.255670178,0.249042146,,,,
45005,0.159,"1,390",15.9,,0.279337218,0.509578544,,,,
45007,0.103,"20,630",10.3,,0.256594673,0.295019157,,,,
45009,0.122,"1,740",12.2,,0.188380793,0.367816092,,,,
45011,0.158,"3,340",15.8,,0.140622875,0.505747126,,,,
45013,0.074,"13,950",7.4,,0.119304456,0.183908046,,,,
45015,0.085,"18,830",8.5,,0.113243349,0.22605364,,,,
45017,0.114,"1,660",11.4,,0.003417523,0.337164751,,,,
45019,0.09,"36,810",9,,0.227641506,0.245210728,,,,
45021,0.128,"7,290",12.8,,0.206878466,0.390804598,,,,
45023,0.125,"4,030",12.5,,0.280288913,0.379310345,,,,
45025,0.127,"5,830",12.7,,0.242049132,0.38697318,,,,
45027,0.128,"4,340",12.8,,0.199030114,0.390804598,,,,
45029,0.112,"4,200",11.2,,0.319210105,0.329501916,,,,
45031,0.131,"8,760",13.1,,0.266632567,0.402298851,,,,
45033,0.153,"4,660",15.3,,0.146613173,0.486590038,,,,
45035,0.086,"13,880",8.6,,0.11162337,0.229885057,,,,
45037,0.093,"2,510",9.3,,0.151148078,0.256704981,,,,
45039,0.109,"2,440",10.9,,0.367282746,0.318007663,,,,
45041,0.101,"13,900",10.1,,0.272682147,0.287356322,,,,
45043,0.108,"6,730",10.8,,0.236225882,0.314176245,,,,
45045,0.087,"44,670",8.7,,0.241515069,0.233716475,,,,
45047,0.117,"8,240",11.7,,0.244591641,0.348659004,,,,
45049,0.096,"1,850",9.6,,0.386730493,0.268199234,,,,
45051,0.12,"41,450",12,,0.125108465,0.360153257,,,,
45053,0.099,"2,910",9.9,,0.170049724,0.279693487,,,,
45055,0.099,"6,530",9.9,,0.191755959,0.279693487,,,,
45057,0.091,"8,720",9.1,,0.339138558,0.249042146,,,,
45059,0.13,"8,730",13,,0.218884332,0.398467433,,,,
45061,0.133,"2,280",13.3,,0.080592854,0.409961686,,,,
45063,0.081,"24,020",8.1,,0.16828967,0.210727969,,,,
45065,0.103,980,10.3,,0.35965955,0.295019157,,,,
45067,0.126,"3,900",12.6,,0.275974173,0.383141762,,,,
45069,0.175,"4,620",17.5,,0.205148583,0.570881226,,,,
45071,0.098,"3,770",9.8,,0.274106458,0.275862069,,,,
45073,0.115,"8,970",11.5,,0.186224625,0.340996169,,,,
45075,0.129,"11,210",12.9,,0.244035992,0.394636015,,,,
45077,0.102,"12,770",10.2,,0.028737831,0.291187739,,,,
45079,0.094,"39,040",9.4,,0.209165073,0.260536398,,,,
45081,0.097,"1,960",9.7,,0.26252602,0.272030651,,,,
45083,0.105,"32,870",10.5,,0.172097989,0.302681992,,,,
45085,0.111,"11,890",11.1,,0.288718087,0.325670498,,,,
45087,0.144,"3,930",14.4,,0.27480859,0.45210728,,,,
45089,0.134,"4,130",13.4,,0.130583757,0.413793103,,,,
45091,0.075,"20,450",7.5,,2.849487816,0.187739464,,,,
46003,0.052,140,5.2,,3.040823927,0.099616858,,,,
46005,0.091,"1,670",9.1,,3.139186244,0.249042146,,,,
46007,0.155,530,15.5,,2.547942933,0.494252874,,,,
46009,0.095,660,9.5,,2.907368605,0.264367816,,,,
46011,0.08,"2,820",8,,3.426671553,0.206896552,,,,
46013,0.076,"2,980",7.6,,2.90908203,0.191570881,,,,
46015,0.111,580,11.1,,3.033066064,0.325670498,,,,
46017,0.213,430,21.3,,3.886735461,0.716475096,,,,
46019,0.084,860,8.4,,3.650099878,0.222222222,,,,
46021,0.053,80,5.3,,2.694573086,0.103448276,,,,
46023,0.129,"1,210",12.9,,3.136865887,0.394636015,,,,
46025,0.062,230,6.2,,2.438413988,0.137931034,,,,
46027,0.106,"1,500",10.6,,3.136680483,0.30651341,,,,
46029,0.099,"2,770",9.9,,3.767525601,0.279693487,,,,
46031,0.201,830,20.1,,3.574318602,0.670498084,,,,
46033,0.098,860,9.8,,2.791962693,0.275862069,,,,
46035,0.1,"2,000",10,,3.295297036,0.283524904,,,,
46037,0.102,560,10.2,,3.031013873,0.291187739,,,,
46039,0.066,280,6.6,,3.563334104,0.153256705,,,,
46041,0.186,"1,090",18.6,,2.724787402,0.61302682,,,,
46043,0.07,200,7,,3.451652305,0.168582375,,,,
46045,0.052,200,5.2,,3.486785044,0.099616858,,,,
46047,0.127,850,12.7,,3.335046093,0.38697318,,,,
46049,0.128,300,12.8,,3.175598679,0.390804598,,,,
46051,0.067,480,6.7,,2.763855779,0.157088123,,,,
46053,0.089,370,8.9,,3.41183457,0.24137931,,,,
46055,0.099,190,9.9,,3.035453922,0.279693487,,,,
46057,0.052,320,5.2,,3.156529357,0.099616858,,,,
46059,0.08,240,8,,2.756980569,0.206896552,,,,
46061,0.083,280,8.3,,4.059928368,0.218390805,,,,
46063,0.065,80,6.5,,3.22394653,0.149425287,,,,
46065,0.084,"1,470",8.4,,2.644843555,0.222222222,,,,
46067,0.077,560,7.7,,3.209980998,0.195402299,,,,
46069,0.05,70,5,,3.263474077,0.091954023,,,,
46071,0.201,660,20.1,,2.96572035,0.670498084,,,,
46073,0.072,150,7.2,,3.193207868,0.176245211,,,,
46075,0.084,70,8.4,,2.957495429,0.222222222,,,,
46077,0.072,350,7.2,,2.815023036,0.176245211,,,,
46079,0.078,"1,000",7.8,,3.799120885,0.199233716,,,,
46081,0.106,"2,730",10.6,,2.538765481,0.30651341,,,,
46083,0.046,"2,700",4.6,,3.058566821,0.076628352,,,,
46085,0.14,540,14,,2.719720885,0.436781609,,,,
46087,0.07,390,7,,3.562282768,0.168582375,,,,
46089,0.09,210,9,,3.424459295,0.245210728,,,,
46091,0.062,300,6.2,,3.669327172,0.137931034,,,,
46093,0.069,"1,940",6.9,,3.097184273,0.164750958,,,,
46095,0.225,460,22.5,,2.853577357,0.762452107,,,,
46097,0.095,210,9.5,,2.675140217,0.264367816,,,,
46099,0.076,"14,640",7.6,,2.783282689,0.191570881,,,,
46101,0.093,600,9.3,,3.542778016,0.256704981,,,,
46102,0.258,"3,690",25.8,,3.88059439,0.888888889,,,,
46103,0.102,"11,460",10.2,,3.422718365,0.291187739,,,,
46105,0.077,230,7.7,,3.339979458,0.195402299,,,,
46107,0.065,150,6.5,,2.897692426,0.149425287,,,,
46109,0.124,"1,280",12.4,,3.329249426,0.375478927,,,,
46111,0.086,200,8.6,,3.215240364,0.229885057,,,,
46115,0.069,440,6.9,,3.328744234,0.164750958,,,,
46117,0.05,150,5,,3.338446748,0.091954023,,,,
46119,0.066,80,6.6,,2.98424168,0.153256705,,,,
46121,0.264,"2,720",26.4,,2.903101753,0.911877395,,,,
46123,0.096,520,9.6,,2.582549856,0.268199234,,,,
46125,0.073,610,7.3,,2.385699795,0.180076628,,,,
46127,0.078,"1,220",7.8,,3.542901169,0.199233716,,,,
46129,0.106,570,10.6,,2.506042387,0.30651341,,,,
46135,0.086,"1,950",8.6,,3.621245137,0.229885057,,,,
46137,0.208,570,20.8,,0.130317546,0.697318008,,,,
47001,0.148,"11,350",14.8,,0.252099951,0.46743295,,,,
47003,0.128,"6,290",12.8,,0.356246772,0.390804598,,,,
47005,0.174,"2,800",17.4,,0.182861351,0.567049808,,,,
47007,0.182,"2,720",18.2,,0.031420474,0.597701149,,,,
47009,0.108,"14,180",10.8,,0.118686797,0.314176245,,,,
47011,0.139,"14,870",13.9,,0.220273744,0.432950192,,,,
47013,0.184,"7,350",18.4,,0.242667936,0.605363985,,,,
47015,0.141,"2,030",14.1,,0.467206354,0.440613027,,,,
47017,0.149,"4,150",14.9,,0.265465329,0.471264368,,,,
47019,0.165,"9,300",16.5,,0.081150707,0.53256705,,,,
47021,0.111,"4,500",11.1,,0.386280944,0.325670498,,,,
47023,0.11,"1,890",11,,0.26154659,0.32183908,,,,
47025,0.182,"5,810",18.2,,0.36657218,0.597701149,,,,
47027,0.186,"1,420",18.6,,0.209485356,0.61302682,,,,
47029,0.188,"6,730",18.8,,0.267334121,0.620689655,,,,
47031,0.146,"8,200",14.6,,0.341170797,0.459770115,,,,
47033,0.128,"1,830",12.8,,0.285692061,0.390804598,,,,
47035,0.138,"8,310",13.8,,0.007279542,0.429118774,,,,
47037,0.124,"85,410",12.4,,0.419446482,0.375478927,,,,
47039,0.152,"1,780",15.2,,0.276424351,0.482758621,,,,
47041,0.17,"3,430",17,,0.15493039,0.551724138,,,,
47043,0.12,"6,380",12,,0.354171747,0.360153257,,,,
47045,0.158,"5,880",15.8,,0.146765346,0.505747126,,,,
47047,0.107,"4,350",10.7,,0.334072461,0.310344828,,,,
47049,0.162,"2,990",16.2,,0.203709957,0.521072797,,,,
47051,0.152,"6,360",15.2,,0.427038981,0.482758621,,,,
47053,0.139,"6,850",13.9,,0.204086083,0.432950192,,,,
47055,0.136,"4,010",13.6,,0.21797188,0.421455939,,,,
47057,0.157,"3,650",15.7,,0.225980824,0.501915709,,,,
47059,0.163,"11,240",16.3,,0.166323787,0.524904215,,,,
47061,0.179,"2,390",17.9,,0.252802313,0.586206897,,,,
47063,0.146,"9,440",14.6,,0.048464885,0.459770115,,,,
47065,0.12,"43,600",12,,0.335563044,0.360153257,,,,
47067,0.217,"1,420",21.7,,0.262675549,0.731800766,,,,
47069,0.145,"3,670",14.5,,0.476902086,0.455938697,,,,
47071,0.146,"3,750",14.6,,0.321315298,0.459770115,,,,
47073,0.16,"9,100",16,,0.254218618,0.513409962,,,,
47075,0.146,"2,530",14.6,,0.476239394,0.459770115,,,,
47077,0.157,"4,390",15.7,,0.420312243,0.501915709,,,,
47079,0.163,"5,240",16.3,,0.231227842,0.524904215,,,,
47081,0.126,"3,150",12.6,,0.256561172,0.383141762,,,,
47083,0.145,"1,190",14.5,,0.27686324,0.455938697,,,,
47085,0.139,"2,580",13.9,,0.314707977,0.432950192,,,,
47087,0.158,"1,860",15.8,,0.178577634,0.505747126,,,,
47089,0.139,"7,520",13.9,,0.350776295,0.432950192,,,,
47091,0.17,"3,020",17,,0.075475048,0.551724138,,,,
47093,0.114,"53,220",11.4,,0.368935833,0.337164751,,,,
47095,0.212,"1,540",21.2,,0.257653227,0.712643678,,,,
47097,0.17,"4,370",17,,0.280821177,0.551724138,,,,
47099,0.152,"6,650",15.2,,0.301339114,0.482758621,,,,
47101,0.163,"1,980",16.3,,0.141149455,0.524904215,,,,
47103,0.132,"4,500",13.2,,0.086716965,0.406130268,,,,
47105,0.111,"5,880",11.1,,0.20950876,0.325670498,,,,
47107,0.15,"8,030",15,,0.381241718,0.475095785,,,,
47109,0.158,"4,070",15.8,,0.244672125,0.505747126,,,,
47111,0.146,"3,540",14.6,,0.357354986,0.459770115,,,,
47113,0.139,"13,620",13.9,,0.097643422,0.432950192,,,,
47115,0.156,"4,460",15.6,,0.250051836,0.498084291,,,,
47117,0.147,"4,960",14.7,,0.213247327,0.463601533,,,,
47119,0.107,"10,080",10.7,,0.200359782,0.310344828,,,,
47121,0.147,"1,800",14.7,,0.131585057,0.463601533,,,,
47123,0.158,"7,330",15.8,,0.190538735,0.505747126,,,,
47125,0.121,"24,830",12.1,,0.202706198,0.363984674,,,,
47127,0.101,650,10.1,,0.219672123,0.287356322,,,,
47129,0.17,"3,660",17,,0.4585566,0.551724138,,,,
47131,0.162,"4,910",16.2,,0.410263946,0.521072797,,,,
47133,0.153,"3,390",15.3,,0.352266763,0.486590038,,,,
47135,0.188,"1,500",18.8,,0.404099364,0.620689655,,,,
47137,0.158,800,15.8,,0.210953954,0.505747126,,,,
47139,0.133,"2,230",13.3,,0.36040344,0.409961686,,,,
47141,0.138,"10,870",13.8,,0.210574587,0.429118774,,,,
47143,0.166,"5,480",16.6,,0.14782285,0.536398467,,,,
47145,0.134,"7,170",13.4,,0.111708525,0.413793103,,,,
47147,0.105,"7,460",10.5,,0.159315876,0.302681992,,,,
47149,0.101,"32,690",10.1,,0.265812286,0.287356322,,,,
47151,0.196,"4,330",19.6,,0.110224296,0.651340996,,,,
47153,0.172,"2,560",17.2,,0.12897452,0.559386973,,,,
47155,0.15,"14,660",15,,0.045620637,0.475095785,,,,
47157,0.137,"128,190",13.7,,0.231563143,0.425287356,,,,
47159,0.131,"2,610",13.1,,0.306201471,0.402298851,,,,
47161,0.133,"1,810",13.3,,0.325544082,0.409961686,,,,
47163,0.148,"23,290",14.8,,0.128736701,0.46743295,,,,
47165,0.107,"20,020",10.7,,0.159575954,0.310344828,,,,
47167,0.117,"7,180",11.7,,0.187042449,0.348659004,,,,
47169,0.109,"1,190",10.9,,0.182540413,0.318007663,,,,
47171,0.161,"2,880",16.1,,0.181368223,0.517241379,,,,
47173,0.155,"3,060",15.5,,0.222015293,0.494252874,,,,
47175,0.167,970,16.7,,0.25346186,0.540229885,,,,
47177,0.17,"6,960",17,,0.244927924,0.551724138,,,,
47179,0.138,"17,800",13.8,,0.379400609,0.429118774,,,,
47181,0.143,"2,380",14.3,,0.535571351,0.448275862,,,,
47183,0.149,"4,990",14.9,,0.30044986,0.471264368,,,,
47185,0.137,"3,710",13.7,,0.106331784,0.425287356,,,,
47187,0.061,"14,280",6.1,,0.136419431,0.134099617,,,,
47189,0.097,"13,650",9.7,,0.590568516,0.272030651,,,,
48001,0.139,"8,060",13.9,,2.538672427,0.432950192,,,,
48003,0.12,"2,200",12,,0.470194429,0.360153257,,,,
48005,0.174,"15,170",17.4,,1.747345319,0.567049808,,,,
48007,0.186,"4,500",18.6,,1.349868733,0.61302682,,,,
48009,0.137,"1,200",13.7,,1.967317894,0.425287356,,,,
48011,0.105,210,10.5,,1.870075572,0.302681992,,,,
48013,0.116,"5,830",11.6,,1.147840058,0.344827586,,,,
48015,0.135,"4,030",13.5,,2.43277786,0.417624521,,,,
48017,0.102,710,10.2,,1.8695735,0.291187739,,,,
48019,0.149,"3,400",14.9,,1.319373355,0.471264368,,,,
48021,0.12,"10,440",12,,1.490033512,0.360153257,,,,
48023,0.157,560,15.7,,1.822763608,0.501915709,,,,
48025,0.169,"5,500",16.9,,1.192695687,0.54789272,,,,
48027,0.151,"53,820",15.1,,1.745823039,0.478927203,,,,
48029,0.146,"288,320",14.6,,1.559355981,0.459770115,,,,
48031,0.129,"1,510",12.9,,2.165331996,0.394636015,,,,
48033,0.117,80,11.7,,1.14815215,0.348659004,,,,
48035,0.155,"2,850",15.5,,0.116631785,0.494252874,,,,
48037,0.16,"14,990",16,,1.14858434,0.513409962,,,,
48039,0.116,"42,840",11.6,,0.962989229,0.344827586,,,,
48041,0.15,"34,030",15,,2.954018607,0.475095785,,,,
48043,0.158,"1,460",15.8,,1.945947528,0.505747126,,,,
48045,0.154,210,15.4,,2.277694345,0.490421456,,,,
48047,0.239,"1,700",23.9,,1.551607517,0.816091954,,,,
48049,0.15,"5,680",15,,1.073681482,0.475095785,,,,
48051,0.134,"2,440",13.4,,1.419093387,0.413793103,,,,
48053,0.121,"5,760",12.1,,1.44922178,0.363984674,,,,
48055,0.139,"5,930",13.9,,1.570354823,0.432950192,,,,
48057,0.12,"2,580",12,,1.607667529,0.360153257,,,,
48059,0.139,"1,940",13.9,,2.349319467,0.432950192,,,,
48061,0.179,"75,390",17.9,,0.320984067,0.586206897,,,,
48063,0.167,"2,160",16.7,,1.957213714,0.540229885,,,,
48065,0.11,660,11,,0.155188471,0.32183908,,,,
48067,0.174,"5,230",17.4,,2.242446385,0.567049808,,,,
48069,0.109,820,10.9,,0.831263542,0.318007663,,,,
48071,0.145,"6,170",14.5,,0.455594908,0.455938697,,,,
48073,0.146,"7,630",14.6,,1.665126388,0.459770115,,,,
48075,0.137,990,13.7,,1.203772542,0.425287356,,,,
48077,0.151,"1,580",15.1,,2.472791601,0.478927203,,,,
48079,0.19,540,19,,1.973551078,0.62835249,,,,
48081,0.155,510,15.5,,1.683716872,0.494252874,,,,
48083,0.166,"1,370",16.6,,0.744374506,0.536398467,,,,
48085,0.109,"109,310",10.9,,1.659992913,0.318007663,,,,
48087,0.154,450,15.4,,1.266556986,0.490421456,,,,
48089,0.112,"2,390",11.2,,1.613570025,0.329501916,,,,
48091,0.121,"17,960",12.1,,1.414397569,0.363984674,,,,
48093,0.145,"1,970",14.5,,1.833170079,0.455938697,,,,
48095,0.138,420,13.8,,0.924853514,0.429118774,,,,
48097,0.148,"5,980",14.8,,1.237679315,0.46743295,,,,
48099,0.152,"11,480",15.2,,1.722043805,0.482758621,,,,
48101,0.195,320,19.5,,2.580229482,0.647509579,,,,
48103,0.104,490,10.4,,2.33152772,0.298850575,,,,
48105,0.145,490,14.5,,2.050812141,0.455938697,,,,
48107,0.158,910,15.8,,3.146126789,0.505747126,,,,
48109,0.198,430,19.8,,2.320233978,0.659003831,,,,
48111,0.12,870,12,,0.833822023,0.360153257,,,,
48113,0.142,"373,560",14.2,,2.314292052,0.444444444,,,,
48115,0.181,"2,330",18.1,,2.32012394,0.593869732,,,,
48117,0.108,"2,000",10.8,,0.47792861,0.314176245,,,,
48119,0.165,870,16.5,,0.900477061,0.53256705,,,,
48121,0.112,"96,610",11.2,,1.572221564,0.329501916,,,,
48123,0.156,"3,150",15.6,,1.908608424,0.498084291,,,,
48125,0.162,350,16.2,,2.260575289,0.521072797,,,,
48127,0.231,"2,370",23.1,,1.813697137,0.785440613,,,,
48129,0.125,420,12.5,,2.169096801,0.379310345,,,,
48131,0.179,"2,000",17.9,,1.452596476,0.586206897,,,,
48133,0.179,"3,280",17.9,,2.545347893,0.586206897,,,,
48135,0.143,"23,160",14.3,,2.112456054,0.448275862,,,,
48137,0.123,240,12.3,,0.886094809,0.37164751,,,,
48139,0.111,"19,920",11.1,,3.611432238,0.325670498,,,,
48141,0.151,"126,370",15.1,,1.291399214,0.478927203,,,,
48143,0.138,"5,840",13.8,,1.015371473,0.429118774,,,,
48145,0.183,"3,160",18.3,,0.605222325,0.601532567,,,,
48147,0.139,"4,880",13.9,,1.28218689,0.432950192,,,,
48149,0.124,"3,130",12.4,,1.868641003,0.375478927,,,,
48151,0.137,520,13.7,,2.006263088,0.425287356,,,,
48153,0.13,750,13,,1.595398001,0.398467433,,,,
48155,0.127,150,12.7,,1.158209146,0.38697318,,,,
48157,0.102,"80,400",10.2,,0.358977825,0.291187739,,,,
48159,0.12,"1,290",12,,0.740883399,0.360153257,,,,
48161,0.17,"3,360",17,,2.010249327,0.551724138,,,,
48163,0.145,"2,910",14.5,,2.512935971,0.455938697,,,,
48165,0.134,"2,820",13.4,,0.990529631,0.413793103,,,,
48167,0.141,"47,740",14.1,,2.103622649,0.440613027,,,,
48169,0.169,"1,020",16.9,,1.695286325,0.54789272,,,,
48171,0.13,"3,470",13,,2.254992757,0.398467433,,,,
48173,0.133,190,13.3,,1.697653463,0.409961686,,,,
48175,0.141,"1,070",14.1,,1.507479808,0.440613027,,,,
48177,0.131,"2,740",13.1,,1.80430444,0.402298851,,,,
48179,0.157,"3,470",15.7,,0.770482622,0.501915709,,,,
48181,0.146,"19,450",14.6,,0.307471095,0.459770115,,,,
48183,0.168,"20,810",16.8,,0.920454368,0.544061303,,,,
48185,0.15,"4,270",15,,1.581537563,0.475095785,,,,
48187,0.111,"18,060",11.1,,2.152244868,0.325670498,,,,
48189,0.14,"4,680",14,,1.797834221,0.436781609,,,,
48191,0.17,510,17,,1.298874276,0.551724138,,,,
48193,0.171,"1,440",17.1,,1.97389832,0.555555556,,,,
48195,0.111,600,11.1,,1.555035269,0.325670498,,,,
48197,0.152,600,15.2,,0.658931327,0.482758621,,,,
48199,0.161,"9,210",16.1,,1.001687612,0.517241379,,,,
48201,0.149,"695,310",14.9,,0.182230686,0.471264368,,,,
48203,0.16,"10,630",16,,2.310247931,0.513409962,,,,
48205,0.109,610,10.9,,1.656399988,0.318007663,,,,
48207,0.153,870,15.3,,1.503281056,0.486590038,,,,
48209,0.12,"26,660",12,,1.655707619,0.360153257,,,,
48211,0.129,500,12.9,,0.61474791,0.394636015,,,,
48213,0.167,"13,710",16.7,,2.420887141,0.540229885,,,,
48215,0.191,"164,720",19.1,,0.997284132,0.632183908,,,,
48217,0.149,"5,370",14.9,,2.338197506,0.471264368,,,,
48219,0.147,"3,390",14.7,,1.162642908,0.463601533,,,,
48221,0.13,"7,780",13,,0.458385834,0.398467433,,,,
48223,0.141,"5,170",14.1,,0.616449323,0.440613027,,,,
48225,0.169,"3,880",16.9,,2.193754411,0.54789272,,,,
48227,0.161,"5,840",16.1,,3.393460226,0.517241379,,,,
48229,0.181,850,18.1,,0.608310482,0.593869732,,,,
48231,0.152,"14,620",15.2,,1.95981823,0.482758621,,,,
48233,0.149,"3,140",14.9,,2.157925683,0.471264368,,,,
48235,0.131,200,13.1,,1.204555024,0.402298851,,,,
48237,0.159,"1,420",15.9,,1.460817646,0.509578544,,,,
48239,0.148,"2,190",14.8,,0.498386989,0.46743295,,,,
48241,0.196,"6,970",19.6,,3.11714296,0.651340996,,,,
48243,0.157,350,15.7,,0.697910068,0.501915709,,,,
48245,0.182,"46,070",18.2,,2.378118024,0.597701149,,,,
48247,0.197,"1,020",19.7,,2.075194988,0.655172414,,,,
48249,0.182,"7,420",18.2,,1.04052356,0.597701149,,,,
48251,0.129,"22,190",12.9,,1.718293508,0.394636015,,,,
48253,0.138,"2,740",13.8,,1.720823373,0.429118774,,,,
48255,0.132,"2,060",13.2,,0.720254888,0.406130268,,,,
48257,0.124,"16,130",12.4,,1.696473857,0.375478927,,,,
48259,0.103,"4,700",10.3,,2.184296076,0.295019157,,,,
48261,0.109,40,10.9,,1.959330755,0.318007663,,,,
48263,0.141,100,14.1,,1.843261404,0.440613027,,,,
48265,0.147,"7,690",14.7,,1.889615137,0.463601533,,,,
48267,0.168,730,16.8,,1.767170715,0.544061303,,,,
48269,0.232,60,23.2,,2.243934857,0.789272031,,,,
48271,0.162,600,16.2,,2.07175267,0.521072797,,,,
48273,0.179,"5,490",17.9,,1.630878045,0.586206897,,,,
48275,0.133,490,13.3,,0.454723127,0.409961686,,,,
48277,0.181,"9,020",18.1,,2.298950203,0.593869732,,,,
48279,0.152,"1,980",15.2,,1.383236363,0.482758621,,,,
48281,0.143,"3,020",14.3,,2.126879526,0.448275862,,,,
48283,0.141,"1,060",14.1,,1.408141456,0.440613027,,,,
48285,0.124,"2,480",12.4,,1.193530429,0.375478927,,,,
48287,0.12,"2,050",12,,0.760841824,0.360153257,,,,
48289,0.174,"3,010",17.4,,0.7997301,0.567049808,,,,
48291,0.167,"14,420",16.7,,0.879584557,0.540229885,,,,
48293,0.165,"3,860",16.5,,1.675078778,0.53256705,,,,
48295,0.13,430,13,,1.916531822,0.398467433,,,,
48297,0.17,"2,070",17,,1.567396444,0.551724138,,,,
48299,0.147,"3,150",14.7,,2.843054482,0.463601533,,,,
48301,0.243,30,24.3,,2.193945849,0.831417625,,,,
48303,0.149,"45,900",14.9,,2.243316193,0.471264368,,,,
48305,0.154,910,15.4,,1.696120423,0.490421456,,,,
48307,0.166,"1,320",16.6,,1.052381844,0.536398467,,,,
48309,0.154,"39,140",15.4,,2.00856824,0.490421456,,,,
48311,0.093,70,9.3,,0.809806515,0.256704981,,,,
48313,0.136,"1,950",13.6,,0.217120729,0.421455939,,,,
48315,0.181,"1,800",18.1,,2.341543532,0.593869732,,,,
48317,0.117,660,11.7,,1.715190999,0.348659004,,,,
48319,0.122,520,12.2,,1.360790031,0.367816092,,,,
48321,0.174,"6,400",17.4,,2.329972013,0.567049808,,,,
48323,0.201,"11,660",20.1,,1.909034485,0.670498084,,,,
48325,0.122,"6,180",12.2,,1.861707394,0.367816092,,,,
48327,0.168,350,16.8,,2.399872089,0.544061303,,,,
48329,0.121,"20,680",12.1,,1.101817305,0.363984674,,,,
48331,0.155,"3,850",15.5,,1.45465119,0.494252874,,,,
48333,0.134,650,13.4,,2.046657573,0.413793103,,,,
48335,0.133,"1,100",13.3,,1.072957579,0.409961686,,,,
48337,0.164,"3,210",16.4,,0.892801281,0.528735632,,,,
48339,0.125,"73,560",12.5,,2.110877719,0.379310345,,,,
48341,0.103,"2,180",10.3,,0.235067621,0.295019157,,,,
48343,0.189,"2,340",18.9,,1.860838357,0.624521073,,,,
48345,0.133,180,13.3,,0.370583767,0.409961686,,,,
48347,0.186,"12,130",18.6,,0.802921198,0.61302682,,,,
48349,0.154,"7,600",15.4,,0.415808948,0.490421456,,,,
48351,0.208,"2,860",20.8,,1.899937354,0.697318008,,,,
48353,0.156,"2,320",15.6,,1.979187229,0.498084291,,,,
48355,0.152,"55,000",15.2,,1.824850281,0.482758621,,,,
48357,0.128,"1,270",12.8,,2.309845138,0.390804598,,,,
48359,0.122,260,12.2,,0.582699521,0.367816092,,,,
48361,0.17,"14,220",17,,1.268963718,0.551724138,,,,
48363,0.159,"4,580",15.9,,0.179176393,0.509578544,,,,
48365,0.16,"3,720",16,,1.12243423,0.513409962,,,,
48367,0.121,"16,790",12.1,,2.389827463,0.363984674,,,,
48369,0.106,"1,020",10.6,,2.702838758,0.30651341,,,,
48371,0.137,"2,150",13.7,,0.641190251,0.425287356,,,,
48373,0.182,"9,150",18.2,,2.109683863,0.597701149,,,,
48375,0.161,"19,010",16.1,,3.213909794,0.517241379,,,,
48377,0.287,"1,950",28.7,,0.550875008,1,,,,
48379,0.149,"1,790",14.9,,2.11985993,0.471264368,,,,
48381,0.119,"16,120",11.9,,2.309713985,0.356321839,,,,
48383,0.12,450,12,,2.00589149,0.360153257,,,,
48385,0.213,730,21.3,,0.303830167,0.716475096,,,,
48387,0.171,"2,070",17.1,,2.923782674,0.555555556,,,,
48389,0.119,"1,850",11.9,,1.740679121,0.356321839,,,,
48391,0.158,"1,110",15.8,,1.807881731,0.505747126,,,,
48393,0.128,100,12.8,,0.940572317,0.390804598,,,,
48395,0.143,"2,440",14.3,,0.717545432,0.448275862,,,,
48397,0.088,"8,920",8.8,,1.825284337,0.237547893,,,,
48399,0.138,"1,420",13.8,,0.309407902,0.429118774,,,,
48401,0.135,"7,310",13.5,,0.368454601,0.417624521,,,,
48403,0.208,"2,180",20.8,,0.369464145,0.697318008,,,,
48405,0.23,"1,900",23,,0.756461993,0.781609195,,,,
48407,0.165,"4,710",16.5,,1.893334027,0.53256705,,,,
48409,0.162,"10,840",16.2,,1.549874297,0.521072797,,,,
48411,0.143,860,14.3,,2.064960597,0.448275862,,,,
48413,0.136,390,13.6,,2.016607344,0.421455939,,,,
48415,0.141,"2,390",14.1,,1.567890722,0.440613027,,,,
48417,0.142,470,14.2,,0.23993081,0.444444444,,,,
48419,0.178,"4,500",17.8,,2.123321169,0.582375479,,,,
48421,0.117,350,11.7,,0.439342776,0.348659004,,,,
48423,0.143,"32,930",14.3,,1.171772974,0.448275862,,,,
48425,0.151,"1,350",15.1,,2.505974446,0.478927203,,,,
