FIPS,Percent,Total,%,Distance to Closest (Miles),Normalized
51061,0.058,"4,070",5.8,,0.303936562
51063,0.089,"1,400",8.9,,0.723256226
51065,0.062,"1,670",6.2,,0.334679269
51067,0.105,"5,890",10.5,,1.159639039
51069,0.066,"5,780",6.6,,0.454615346
51071,0.098,"1,650",9.8,,0.404272363
51073,0.085,"3,190",8.5,,0.687432438
51075,0.054,"1,270",5.4,,0.348566803
51077,0.125,"1,960",12.5,,0.874723545
51079,0.084,"1,650",8.4,,0.398776594
51081,0.093,"1,060",9.3,,0.350644956
51083,0.117,"4,000",11.7,,0.623854271
51085,0.057,"6,020",5.7,,0.547607386
51087,0.082,"27,040",8.2,,0.234152735
51089,0.129,"6,610",12.9,,0.816432781
51091,0.096,210,9.6,,0.25607121
51093,0.082,"3,040",8.2,,0.396306471
51095,0.077,"5,850",7.7,,0.534418032
51097,0.075,530,7.5,,0.739256235
51099,0.056,"1,480",5.6,,0.551304583
51101,0.065,"1,100",6.5,,0.508846477
51103,0.111,"1,180",11.1,,0.401167062
51105,0.191,"4,530",19.1,,1.050225395
51107,0.039,"15,790",3.9,,0.762231095
51109,0.091,"3,340",9.1,,0.421498902
51111,0.111,"1,360",11.1,,0.919535542
51113,0.079,"1,040",7.9,,0.403108548
51115,0.086,750,8.6,,0.323712329
51117,0.121,"3,710",12.1,,0.478869283
51119,0.089,940,8.9,,0.388408674
51121,0.106,"10,460",10.6,,0.698935818
51125,0.097,"1,440",9.7,,0.477742018
51127,0.045,"1,000",4.5,,0.380245237
51131,0.126,"1,490",12.6,,0.560871386
51133,0.09,"1,090",9,,0.50243368
51135,0.115,"1,760",11.5,,0.84383947
51137,0.092,"3,360",9.2,,0.986071869
51139,0.131,"3,120",13.1,,0.214140649
51141,0.121,"2,130",12.1,,0.346429466
51143,0.117,"7,100",11.7,,0.64556959
51145,0.052,"1,510",5.2,,0.5048492
51147,0.134,"3,060",13.4,,0.42192331
51149,0.074,"2,820",7.4,,0.910016404
51153,0.052,"24,310",5.2,,0.373611052
51155,0.134,"4,590",13.4,,0.991254924
51157,0.081,600,8.1,,0.594462882
51159,0.105,940,10.5,,0.420017899
51161,0.076,"7,130",7.6,,0.642872183
51163,0.109,"2,470",10.9,,0.925088433
51165,0.078,"6,360",7.8,,0.480107538
51167,0.161,"4,330",16.1,,0.391923632
51169,0.14,"3,050",14,,1.067772452
51171,0.109,"4,750",10.9,,0.456811314
51173,0.157,"4,800",15.7,,0.291557426
51175,0.075,"1,330",7.5,,0.771659399
51177,0.067,"8,980",6.7,,0.818204926
51179,0.05,"7,560",5,,0.345837721
51181,0.105,680,10.5,,0.367016528
51183,0.096,"1,070",9.6,,0.524843838
51185,0.147,"6,050",14.7,,1.063957496
51187,0.097,"3,860",9.7,,0.42199549
51191,0.125,"6,760",12.5,,0.656173713
51193,0.107,"1,920",10.7,,0.482611865
51195,0.173,"6,570",17.3,,0.381297568
51197,0.127,"3,640",12.7,,0.348255
51199,0.066,"4,530",6.6,,0.912352177
51510,0.084,"13,320",8.4,,0.369828002
51520,0.175,"2,980",17.5,,0.624598393
51530,0.124,800,12.4,,0.784551156
51540,0.124,"5,880",12.4,,0.140877685
51550,0.069,"16,720",6.9,,0.474288206
51570,0.103,"1,780",10.3,,0.597772592
51580,0.109,610,10.9,,0.286246105
51590,0.163,"6,630",16.3,,0.395118714
51595,0.156,840,15.6,,0.941342385
51600,0.065,"1,520",6.5,,0.941453778
51610,0.046,660,4.6,,0.245667331
51620,0.128,"1,030",12.8,,0.783679192
51630,0.118,"3,420",11.8,,0.286572464
51640,0.164,"1,050",16.4,,0.272845115
51650,0.113,"15,320",11.3,,0.901917289
51660,0.116,"6,220",11.6,,0.462400576
51670,0.171,"3,840",17.1,,0.632189411
51678,0.132,950,13.2,,0.542849987
51680,0.123,"9,970",12.3,,0.924937406
51683,0.054,"2,230",5.4,,0.927991288
51685,0.056,990,5.6,,0.235164074
51690,0.184,"2,330",18.4,,0.299369598
51700,0.124,"22,210",12.4,,0.214152818
51710,0.132,"32,260",13.2,,0.467345967
51720,0.21,840,21,,0.458484938
51730,0.183,"5,640",18.3,,0.298248103
51735,0.063,760,6.3,,0.200977116
51740,0.123,"11,690",12.3,,0.379832444
51750,0.156,"2,790",15.6,,0.557444808
51760,0.14,"32,000",14,,0.427291796
51770,0.132,"13,120",13.2,,0.426331612
51775,0.093,"2,360",9.3,,0.792925748
51790,0.117,"2,880",11.7,,0.187180658
51800,0.072,"6,550",7.2,,0.164207933
51810,0.077,"34,690",7.7,,0.783460976
51820,0.128,"2,860",12.8,,0.370103752
51830,0.11,"1,660",11,,1.138303753
51840,0.126,"3,510",12.6,,7.303871052
53001,0.122,"2,390",12.2,,6.901603536
53003,0.113,"2,550",11.3,,7.426787652
53005,0.098,"19,680",9.8,,7.865509738
53007,0.11,"8,410",11,,8.611250648
53009,0.138,"10,580",13.8,,8.067682383
53011,0.099,"47,630",9.9,,7.072390187
53013,0.101,410,10.1,,8.149772323
53015,0.135,"14,600",13.5,,7.647771981
53017,0.109,"4,640",10.9,,7.5010542
53019,0.173,"1,320",17.3,,7.322907917
53021,0.097,"9,120",9.7,,7.008485142
53023,0.117,260,11.7,,7.527763165
53025,0.109,"10,530",10.9,,8.487865585
53027,0.148,"10,950",14.8,,8.320884848
53029,0.098,"8,290",9.8,,8.506221745
53031,0.13,"4,130",13,,8.081320041
53033,0.089,"197,210",8.9,,8.287289203
53035,0.097,"26,220",9.7,,7.78960875
53037,0.117,"5,520",11.7,,7.681718193
53039,0.123,"2,720",12.3,,8.119117388
53041,0.13,"10,330",13,,7.352222372
53043,0.112,"1,200",11.2,,8.375791641
53045,0.126,"8,250",12.6,,7.76798429
53047,0.152,"6,390",15.2,,8.41883601
53049,0.142,"3,140",14.2,,7.254956736
53051,0.124,"1,680",12.4,,8.099936981
53053,0.106,"94,860",10.6,,8.456538017
53055,0.098,"1,670",9.8,,8.18166277
53057,0.11,"14,020",11,,7.95679016
53059,0.108,"1,280",10.8,,8.121725979
53061,0.089,"72,540",8.9,,7.142325382
53063,0.121,"62,080",12.1,,7.353355666
53065,0.13,"5,870",13,,8.253100227
53067,0.103,"29,310",10.3,,8.331176079
53069,0.114,490,11.4,,7.19210292
53071,0.1,"6,070",10,,8.223052073
53073,0.118,"26,450",11.8,,7.066096197
53075,0.123,"6,080",12.3,,7.72927591
53077,0.118,"29,510",11.8,,1.065611081
54001,0.14,"2,320",14,,1.210938741
54003,0.083,"9,730",8.3,,0.795521783
54005,0.156,"3,420",15.6,,0.924757929
54007,0.148,"2,080",14.8,,1.463021467
54009,0.116,"2,580",11.6,,0.984842784
54011,0.148,"13,820",14.8,,0.995540795
54013,0.203,"1,460",20.3,,0.865140616
54015,0.206,"1,770",20.6,,1.119706366
54017,0.094,800,9.4,,0.722446995
54019,0.164,"7,070",16.4,,1.00773517
54021,0.105,840,10.5,,1.090565044
54023,0.094,"1,090",9.4,,0.656506135
54025,0.136,"4,760",13.6,,1.209802598
54027,0.114,"2,670",11.4,,1.548758989
54029,0.126,"3,660",12.6,,1.086108392
54031,0.111,"1,540",11.1,,1.117332111
54033,0.12,"8,090",12,,1.041378649
54035,0.135,"3,880",13.5,,1.143598474
54037,0.07,"4,000",7,,0.867584606
54039,0.131,"23,650",13.1,,1.019813441
54041,0.144,"2,310",14.4,,0.893953714
54043,0.164,"3,390",16.4,,0.776512813
54045,0.199,"6,490",19.9,,0.606379618
54047,0.22,"3,970",22,,1.194906173
54049,0.123,"6,910",12.3,,1.322081877
54051,0.128,"3,960",12.8,,1.062651721
54053,0.115,"3,060",11.5,,0.527941601
54055,0.153,"9,100",15.3,,1.212483117
54057,0.111,"2,990",11.1,,0.748787587
54059,0.225,"5,350",22.5,,1.237353648
54061,0.108,"11,470",10.8,,0.527447955
54063,0.117,"1,560",11.7,,1.267774802
54065,0.066,"1,180",6.6,,0.789446568
54067,0.148,"3,690",14.8,,1.40267657
54069,0.119,"5,000",11.9,,0.937594356
54071,0.095,660,9.5,,1.175750892
54073,0.108,810,10.8,,0.788453455
54075,0.151,"1,270",15.1,,1.190035909
54077,0.11,"3,710",11,,0.967998765
54079,0.086,"4,860",8.6,,0.657919548
54081,0.152,"11,340",15.2,,0.944570319
54083,0.13,"3,740",13,,1.104743968
54085,0.132,"1,280",13.2,,0.970602688
54087,0.185,"2,560",18.5,,0.580437603
54089,0.158,"2,000",15.8,,1.135389788
54091,0.124,"2,080",12.4,,1.072187668
54093,0.113,780,11.3,,1.193808827
54095,0.125,"1,090",12.5,,0.982647187
54097,0.138,"3,370",13.8,,0.887297906
54099,0.151,"6,050",15.1,,0.844895528
54101,0.18,"1,490",18,,1.233492787
54103,0.145,"2,220",14.5,,1.07467159
54105,0.172,990,17.2,,1.148289871
54107,0.128,"10,830",12.8,,0.651485411
54109,0.179,"3,730",17.9,,2.802991762
55001,0.117,"2,370",11.7,,3.613302763
55003,0.127,"1,960",12.7,,3.24048233
55005,0.092,"4,160",9.2,,3.646257431
55007,0.111,"1,670",11.1,,2.875378185
55009,0.081,"21,220",8.1,,2.891793107
55011,0.088,"1,160",8.8,,3.368982803
55013,0.114,"1,760",11.4,,2.754905285
55015,0.049,"2,470",4.9,,3.151800868
55017,0.084,"5,400",8.4,,3.08747362
55019,0.079,"2,720",7.9,,2.604820238
55021,0.069,"3,950",6.9,,2.572143544
55023,0.104,"1,670",10.4,,2.478073346
55025,0.07,"37,910",7,,2.549464886
55027,0.074,"6,470",7.4,,3.03327439
55029,0.08,"2,220",8,,3.581333169
55031,0.113,"4,930",11.3,,3.076104614
55033,0.084,"3,770",8.4,,3.036641067
55035,0.088,"9,130",8.8,,3.367442258
55037,0.1,430,10,,2.653620678
55039,0.077,"7,870",7.7,,3.319136845
55041,0.138,"1,250",13.8,,2.445305283
55043,0.088,"4,540",8.8,,2.365254483
55045,0.072,"2,640",7.2,,2.698249752
55047,0.093,"1,750",9.3,,2.494998161
55049,0.075,"1,770",7.5,,3.598117721
55051,0.132,750,13.2,,2.935721494
55053,0.108,"2,220",10.8,,2.419536876
55055,0.073,"6,180",7.3,,2.815013095
55057,0.114,"3,030",11.4,,2.23244773
55059,0.091,"15,440",9.1,,2.887918071
55061,0.063,"1,280",6.3,,2.775809198
55063,0.081,"9,620",8.1,,2.377396662
55065,0.077,"1,280",7.7,,3.19444599
55067,0.104,"1,990",10.4,,3.256451305
55069,0.082,"2,280",8.2,,2.755459467
55071,0.081,"6,380",8.1,,3.110929332
55073,0.076,"10,300",7.6,,3.196653099
55075,0.107,"4,330",10.7,,2.726939709
55077,0.097,"1,490",9.7,,3.090040157
55078,0.2,920,20,,2.377215823
55079,0.118,"111,910",11.8,,2.819022092
55081,0.085,"3,930",8.5,,3.080893909
55083,0.08,"3,030",8,,3.36783779
55085,0.084,"2,970",8.4,,2.878832031
55087,0.069,"12,820",6.9,,2.506118634
55089,0.053,"4,760",5.3,,2.947386175
55091,0.084,610,8.4,,2.97509913
55093,0.073,"3,090",7.3,,3.228751222
55095,0.088,"3,820",8.8,,2.953043704
55097,0.079,"5,560",7.9,,3.412578763
55099,0.102,"1,360",10.2,,2.291662231
55101,0.092,"17,950",9.2,,2.622034983
55103,0.094,"1,640",9.4,,2.321273571
55105,0.097,"15,810",9.7,,3.296916175
55107,0.099,"1,390",9.9,,3.08157266
55109,0.063,"5,670",6.3,,2.63851979
55111,0.09,"5,780",9,,3.432240955
55113,0.116,"1,910",11.6,,3.018989382
55115,0.089,"3,630",8.9,,2.621938443
55117,0.068,"7,860",6.8,,3.252865517
55119,0.076,"1,540",7.6,,2.890567334
55121,0.076,"2,230",7.6,,2.695813882
55123,0.094,"2,880",9.4,,3.484919079
55125,0.099,"2,160",9.9,,2.287367516
55127,0.073,"7,540",7.3,,3.404822149
55129,0.102,"1,610",10.2,,2.511192842
55131,0.058,"7,840",5.8,,2.394552335
55133,0.055,"22,120",5.5,,2.920504464
55135,0.083,"4,250",8.3,,2.815387836
55137,0.086,"2,100",8.6,,2.768209713
55139,0.084,"14,320",8.4,,2.983874372
55141,0.094,"6,860",9.4,,3.644476081
56001,0.111,"4,290",11.1,,4.646112285
56003,0.106,"1,250",10.6,,4.099408648
56005,0.113,"5,280",11.3,,3.931488306
56007,0.107,"1,620",10.7,,3.829179135
56009,0.103,"1,420",10.3,,3.993285108
56011,0.091,680,9.1,,4.52600188
56013,0.131,"5,210",13.1,,3.414060695
56015,0.104,"1,390",10.4,,4.594792053
56017,0.128,580,12.8,,4.262058341
56019,0.132,"1,130",13.2,,3.350650803
56021,0.099,"9,780",9.9,,4.895114601
56023,0.093,"1,830",9.3,,4.104783071
56025,0.121,"9,710",12.1,,3.63298167
56027,0.144,340,14.4,,4.980305244
56029,0.096,"2,810",9.6,,3.555495782
56031,0.114,980,11.4,,4.474596758
56033,0.105,"3,180",10.5,,4.782391994
56035,0.107,"1,060",10.7,,4.392999108
56037,0.115,"4,990",11.5,,5.105004401
56039,0.091,"2,120",9.1,,4.763516067
56041,0.111,"2,260",11.1,,4.464241071
56043,0.106,840,10.6,,
56045,0.11,760,11,,
